Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Bills Lake,Vilas,1835500,NO,64,,643478,NE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8189706,07/24/1997,16.42,NO,5,,,37,,,HIGH,,CLEAR,GREEN,2-Very minor aesthetic problems
07/11/2008,Very sunny- warm and windy day.  One Merganser still on lake along with the two loons swimmng very close to the pontoon.  Lots of people out today enjoying the water.
07/19/2008,Nice sunny calm day.  Lake traffic pretty quiet except for our pontoon and two kayaks.  Family of geese swimming along with 3 families of mallads.
Several other loon have flown in to mingle.  Have a total of 6 now on lake.
07/27/2008,Nice day.  Very little breeze.  3 geese still on lake- along with our regular pair of loons.  Several people out enjoying the lake with kayaks- pontoons- etc.
08/03/2008,Nice- sunny- breezy day.  Lots of people enjoying the lake this time of year.
Saw an eagle sitting on a log on shore just watching.  Two loons swimming.
08/11/2008,Sunny day.  Very little lake traffic today.  Two loons swimming- along with 9 mallards and three geese that have made this lake their home this year.
08/19/2008,Nice warm and sunny day.  Saw two families of Mallards - 16 total.  Our two loons swimming and diving for fish.  Eagle flying overhead.
08/26/2008,Sunny- breezy cooler day.  two loons swimming- two boaters out fishing.
Lake is turning over now.
09/20/2008,Bright sunny day.  Fall foliage just starting.  Two young eagles scouting the lake.  Have not seen the loon now since last Sunday.  
06/03/2009,Very cool sunny day.  Lake traffic - none.  3 loons swimming together.  The loon eggs had been taken by a predator.  Family of geese with 4 goslings swimming along with several ducks.
06/12/2009,Partly sunny day.  Saw two painted turtles resting on the loon nest.  Two loon swimming but no eggs on the nest.  Watched lone mallard (hen)  swimming by the shore next to the boat.  
06/19/2009,Partly sunny day- very humid- mild chop to lake.  2 loons swimming - still no eggs on the nest.  family of geese swimming close to shore.  Lake traffic fairly quiet.
07/05/2009,Windy- sunny day - temps in the low 70's.  Boat traffic moderate for a holiday weekend.
Family of geese on the islands.  No activity on the loon nest.  Two pair of loons swimming.
07/20/2009,Windy- partly cloudy day.  Temps in the high 70's.  2 loons swimming-  turtles enjoying the loon nest on the northern side of the lake.  Two families of ducks and one of geese.  Several people kayaking today.
07/29/2009,Partly sunny day- windy and cool.  No lake traffic - only two loons swimming.  No sign of geese family or ducks.
08/06/2009,Cool sunny day.  Mild chop to lake.  No sign of ducks- geese - only two loons swimming.
08/14/2009,Partly sunny- very warm day.  6 loons swimming.  several fisherman out in boats.
08/23/2009,Cool- sunny day.  Lake calm.  2 ducks- 2 loons swimming.  Several Kayakers and fishermen on the water.
08/30/2009,Nice day.  Lake calm.  Several people out fishing.  Wildlife limited to two loons swimming.
09/15/2009,Nice day.  5 ducks swimming.  Eagle sitting on shore.  one lone merganser also swimming.
05/29/2010,Sunny- hot and humid day.  Lots of boaters on the lake.  Two loon swimming- along with a pair of mallads- two geese with 6 goslings.
06/22/2010,Partly sunny day- warm and humid.  Loons swimming - left the nest as predator took the two loon eggs.  Could have been taken by an otter spotted on the lake.
06/30/2010,Nice sunny day.  Lake traffic rather quiet.  Two loons swimming.
07/08/2010,Very nice day.  Lots of boat traffic on the lake.  Pair of loons swimming.
07/16/2010,Nice- sunny day.  Several fishermen on the lake.  Saw huge snapping turtle swimming.
Pair of loon swimming.  
07/25/2010,Nice- sunny day - low humidity.  Lake traffic busy.  9 Loons swimming- a family of Mallards with 5 babies.  Several fishermen and lots of swimmers.
08/10/2010,Very hot and humid day...hazy sunshine.  Two loon swimming.  One eagle sitting on island watching.  Lake traffic very quiet.
08/17/2010,Cool- sunny day.  Mild chop to the lake.  Two loons swimming.  Two eagles and one blue heron on shore.  I boat fishing and some swimmers.
08/25/2010,Windy- sunny day.  Two loons still on lake along with several ducks.
09/10/2010,Sunny day.  Saw crows chasing eagle off the lake.  Two ducks swimming.  Only 1 loon left on the lake now.
09/27/2010,Sunny cool day.  Loons have left the lake for the year.  No boaters or fishermen on water.

06/09/2011,Very windy- cold- partly sunny day.  2 loons- 1 goose with 5 goslings
06/17/2011,Partly sunny day.  Saw Mallard with 6 babies 
06/25/2011,Beautiful summer day- blue heron- family of ducks- geese and two loons.  1 kayak- several fishermen


07/03/2011,Lots of traffic on the lake today - both human and fowl.  At least two families of geese swimming- Two loons- mallards.  Several people fishing and boating.  Beautiful sunny weather with a gentle breeze.
07/12/2011,Partly sunny- very breezy day.  Lake traffic very quiet - some painted turtles resting on the loon nests.  
07/19/2011,Very hot- humid day.  Loons swimming- two families of mallards.  One family just hatched with 8 tiny- tiny babies.
08/04/2011,Warm- hazy sunshine.  Haze may be due to fires in Canada.  Two loons swimming on lake.

08/21/2011,Sunny- cool and windy day.  Mild chop to lake.  Lake traffic very quiet.  2 loons swimming and only one mallard hen. 
08/28/2011,Nice- late summer day.  One loon swimming- 3 mallards- and one Blue Heron sitting on one of the islands.
09/05/2011,Cool- windy day.  Mild chop to the water.  Only seeing one loon now swimming.
09/13/2011,Cold- windy day.  Only one loon remaining on lake.  Two mallards swimming.
10/06/2011,Very warm and windy day.  No signs of any wildlife on lake.  
05/26/2012,Very hazy sunshine today.  Lake appears quite murky and has an odor to it that we have never experienced before.

Mallards- female loon nesting on the island.  We are hoping to see some babies this year.
Lots of fisherman and boaters enjoying the lake.
06/03/2012,Lake traffic very quiet.  Mama loon still nesting on islands.  3 adult geese with 7 goslings making the rounds of the lake.
06/11/2012,Very windy- sunny day.  Predator had gotten the two loon eggs that were on the nest.
Found one dead loon on the western shore.  Two new loons now swimming on lake.
06/26/2012,sunny day- light breeze.  Female loon has returned to the lake and the newer pair have left.
07/05/2012,Very hot- humid day.  3 loons swimming.  Several fishermen on lake.
07/13/2012,Lake traffic very quiet.  Two loons swimming.  Family of mallards - 9 total
Light breeze and sunny  day
07/21/2012,Nice- sunny day.  Several boaters and fishermen enjoying the lake.  5 loons currently on lake along with a family of mallards.
07/29/2012,Sunny- hazy day with a light breeze.  Only one loon currently on the lake.  Several fishermen and swimmers enjoying the day.
08/06/2012,Nice sunny day.  one loon on lake at present.  3 Mallards swimming.  Several people
out fishing.
08/14/2012,Sunny day with a light breeze.  One boat on lake with fishermen.  6 mallards swimming along with 6 geese.
08/22/2012,Sunny- breezy day.  One lone loon swimming on lake.
08/31/2012,Very nice sunny- breezy day.  Lake traffic quiet.  The only sign of any wildlife on the lake is some painted turtles sunning themselves on a log.
09/06/2012,Warm- sunny and windy day.  Light chop to the lake.  No sign of any wildlife on lake.
Several boats with fishermen.  Lake starting to turn over.
09/15/2012,Nice late summer day.  Light breeze and lots of sunshine.  Several fishermen on lake. 
No sign of any wildlife except for a lone bird sitting on one of the islands.
09/24/2012,Very windy- sunny day.  Several ducks swimming on lake.  No boat traffic.
10/01/2012,Beautiful- sunny clear day.  4 Mallards swimming along with 1 coot.
05/27/2013,Suuny- cool day.  Two Mallards and two Loons swimming.
06/08/2013,Sunny- windy day.  one loon fishing- one loon sitting on the nest.  Pair of Mallards swimming.  Swallow nesting in wood duck house.  Several fishermen on lake.
06/14/2013,Sunny day with a slight breeze.  7 Mallards swimming- two loons out swimming.  Female loon appears to have abandoned the nest.
06/23/2013,Hot-sunny but very hazy day.  Lots of pollen blowing and on the lake.  Two loons swimming - several fishermen on lake.
06/30/2013,Nice sunny day with a mild breeze.  Pair of loons swimming- painted turtles sunning on logs.  Boat traffic very quiet.
07/08/2013,Partly sunny day.  No sign of the loons today.  Mallard with 3 ducklings swimming on lake.  
07/16/2013,Very hot and humid day.  Sunny and very windy.  Two loons on lake along with 7 mallard hens.
Several fishermen.
07/24/2013,Partly sunny day.  Cool with mild chop on lake.
08/01/2013,Partly sunny day.  Quite windy with mild chop to lake.  Two resident loons swimming.
08/09/2013,Sunny- windy day.  Lake traffic very quiet.  No sign of the loons or any wildlife.
08/17/2013,Warm- sunny day with mild breeze.  3 loons swimming- one Blue Heron
08/25/2013,Sunny- hot and humid day.  Very- very windy.  Two loons swimming and several people out fishing.
09/03/2013,Windy- cool day.  It appears that only one loon is left on the lake.  Eagle flying overhead watching the loon.
One Blue Heron on shore with several painted turtles sunning on logs in the water.
09/11/2013,Sunny- breeze day.  No wildlife sighted.  No boat traffic.  
09/17/2013,Very windy- sunny day.  The only sign of any wildlife was two painted turtles sunning themselves on a log.
Weeds seem to have died down as the lake was very clear today.
09/26/2013,Beautiful fall day.  Warm temps- slight breeze.  Several fishermen on the lake.  One eagle soaring overhead.
05/24/2014,Beautiful warm day with a slight breeze.  Two loons swimming.  Several Mallards on lake also.  Boat traffic active with several people fishing.
05/31/2014,Nice day but windy.  Lake had a medium chop to it.  Two resident loons swimming.  Noticed a Blue Heron on shore.
Several fishermen out.
06/08/2014,Cool- sunny day.  No boat traffic.  Several mallards and painted turtles.   Had one attack by eagle but so far loon is still on nest on island.  Hoping for babies to survive this year.
06/17/2014,Sunny- warm day with light breeze.  No boat traffic on lake today.  Mallard and babies cruising the lake.
One loon swimming and another sitting on her nest on one of the islands.
06/26/2014,Partly sunny day- nice breeze.  Two families of Mallards on lake.  One has 6 babies- and one has 10.
Loon still sitting on nest.  Water getting quite high by the loon nest.  
07/03/2014,Sunny day.  Quite Breezy.  Two loons swimming.  Don't know if they abandonded the nest or are just out swimming. the loon eggs were not visible to the naked eye.

Water at the highest level that it has been for quite a few years.
07/10/2014,Partly sunny day with a nice breeze.  Only observed one loon swimming.  Lake residents feel that possibly the high water washed away the loon eggs that had been on the nest.  Lake is at its highest level in quite some years.
Several mallards swimming.
07/19/2014,Hazy- sunny day with quite a bit of wind.  Two families of Mallards on lake with a total of 17 chicks.  Two loons swimming.
Lake traffic very quiet today.
07/28/2014,Partly sunny day with light breeze.  Besides the two loons- we have have 3 families of Mallards on the lake this summer-
totally 27.
08/03/2014,Sunny day.  Lots of people enjoying the lake.  With the exception of the two loons- no other wildlife spotted.
08/13/2014,Lake traffic rather quiet today.   Sunny day with a mild breeze.  Cool temps.  Loons swimming along with the Mallards.
Painted turtles resting on several logs.
08/20/2014,Partly sunny day.  Not much lake traffic except for our two loons swimming and about 30 mallards.
08/28/2014,Very nice day.  Some boat traffic on lake along with our two loons and mallards.  
09/06/2014,Lake traffic very quiet.  Sunny- windy day.  No sign of the loons.  a few mallards swimming.
Red maple trees starting to turn.
09/13/2014,Partly sunny day.  Very cool temps.  Several Mallards enjoying the sunshine while sitting on one of the piers.
No sign of the loons today but are still in the area as we can hear them early AM and late in the evening.
09/28/2014,Sunny- warm day.  Several people fishing.  Spotted one loon that appeared to a young one that must have flown in from another lake.  Appeared to be by itself.  Still have about 30 Mallards on the lake.  
10/07/2014,Very windy day.  Sunny and quite cool.  Saw 8 Mergansers on the lake.  Eagle soaring overhead looking for fish.
05/27/2015,sunny- breezy day.  Have one loon swimming- one loon nesting on island.  several Mallards.
06/05/2015,Beautiful- sunny day but very windy.  Loon on nest.  No boat traffic at all.  2 Mallard hens swimming and one wood duck hen sitting on a log in the bay.
06/12/2015,Very nice day.  Quite a few people enjoying the lake.  Loon is still sitting on the nest on the island and one loon swimming.  We are so hoping for some chicks this year as it has been at least 5 years since the last successful hatch.
One Mallard swimming with 10 babies following.
06/21/2015,Very nice day. Both loons swimming.  Could not tell if loon eggs were viable or not.  Several Mallards on the lake along with a few boaters.
06/28/2015,Partly cloudy skies.  Saw both loons swimming.  this will be our sixth consecutive year without a loon hatch on our lake.  Either the eggs were washed away by high water or an eagle got them.  Mallards and geese seem to have no problems having chicks.  Have at least two families of Mallards.
07/07/2015,Cool day with a good breeze.  Partly Cloudy skies.  Lake traffic very quiet.  8 Mallards swimming.  Looks like our loons are trying to nest again.  One is on the island on the nest and the other is out swimming.
07/15/2015,Very nice sunny day.  Several Mallads swimming.  Now seeing 4 loons on the lake.  Loons have left the nest once again.  Looks like no chicks again this year.  
07/21/2015,Pretty windy day but sunny.  Lake traffic very quiet for this time of year.  Two loons swimming.  It appears that the area where the loons nest is now under water and they have given up trying for any chicks this year again.
07/30/2015,Quite windy day but sunny.  Lake traffic quiet.  Our two loons were out swimming and it appears that the recent rains have put part of the island where they like to nest under water.    We have two families of mallards and hadn't seen any on the lake.  When we pulled back into our dock we found them lounging on the end of our pier.  They actually waited until we were at the dock and then swam off only to return later on.  
08/06/2015,Partly sunny day.  One other boat on the lake.  3 loons swimming.  Several painted turtles sunning themselves on a log.
08/15/2015,Very warm- sunny day.  Lake traffic quite busy.  2 loons swimming.  Still no sign of the mallard families.
08/31/2015,Nice- sunny- warm day with a nice breeze.  Lake traffic is very quiet.  Found two loon eggs that had been abandoned on the nest.  The water has receded somewhat so could now see these eggs that looked moldy in appearance.
Apparently they were either non-viable or else the loon just left them when the water got too high and the weather turned cold.  This is so sad as this is the first year in six that the eggs were not taken by a predator.
09/08/2015,Nice day.  No signs of any wildlife except for a mink swimming by a pier.  Haven't seen the families of Mallards in quite some time and have not heard or seen the loons lately.
09/23/2015,Very nice day.  Lake is very quiet.  No fishermen or any sign of wildlife except for two ducks flying overhead.
Loons left early this year.
10/02/2015,Nice day.  Five Wood ducks on lake passing thru.
10/11/2015,One person out fishing.  No signs of any wildlife on lake except for an eagle flying overhead.
05/21/2016,Very nice sunny day.  Several Mallards on the lake along with our two resident loons.
Several fishermen and kayakers enjoying the lake.
05/30/2016,Sunny- windy day with a mild chop to the lake.  Several boaters enjoying the lake.  Our loons apparently abandoned their eggs on the nest due to black flies.  We are hoping they will try again.

Spotted two Kingfishers along with several mallards.
06/14/2016,Lake traffic pretty quiet.  Loons still on the nest.  Hoping for babies this year.  Its been a long stretch without any new chicks.  

Several piers under water due to the high water.
06/22/2016,Nice sunny day.  Loons still on nest.  Family of Mallards with 10 chicks.
07/01/2016,Very nice day.  Loon chick born on 6/27/16.  Our first in approximately 6-8 yrs. on our lake.  Chick was swimming with parents two days later.    Family of Sandhill Cranes spotted on the eastern side of the lake.  (our front yard- actually)
Mallard chicks growing quickly.
07/09/2016,Very nice sunny day with a slight breeze.  Watched the two loons showing their chick how to dive.
One family of mallards with 8 babies- another with 2.
07/16/2016,Very nice sunny day.  Lots of people enjoying the lake and watching the loon chick learn to dive.  Lots of Mallards on the lake this summer.
07/25/2016,Very nice day with a good breeze blowing.  Lake traffic pretty quiet.  Watched the loon chick swimming with parents. Baby is growing nicely.  Lots of Mallards on the lake this year.  
08/01/2016,Very nice day with several boaters enjoying the lake.  Watched the loon chick swimming with parents.  The baby is growing quickly.  
08/09/2016,Beautiful day.  Spent time watching the loon chick diving with parents.  Several families of Mallards also on the lake along with people out fishing and swimming.
08/17/2016,Very nice day.  Watched the loon chick practicing the takeoffs with the parents.  
08/25/2016,Very nice day.  Pretty good breeze.  Eagle overhead keeping tabs on the loon chick.  The baby is changing colors now from brown to black/white.
09/01/2016,lake is starting to turn over.  Does this every year around this time.  Loons still on lake along with the mallards.

09/08/2016,Nice day with a slight breeze.   The male loon has left the lake.  The female and chick are still here.
09/18/2016,Nice sunny- cool day.  Leaves are just starting to turn on the lake.  Adult and loon chick still swimming.  
10/04/2016,Nice day.  Lake traffic very quiet.  No sign of the loons or mallards.
05/25/2017,Beautiful day.  Loon sitting on nest.  Water very high this year.  Lots of Black flies.  Several Mallards and wood ducks on lake.  
Water a little murky due to all the rain we've had lately.
06/02/2017,Two eggs on the loon nest.  Loon sitting on nest.  Lake is very high this year.  Hoping all the black flies don't disturb the loons to abandon the next.  

Blue Heron sighted along with several Mallards and Wood Ducks. Two eggs on the loon nest.  Loon sitting on nest.  Lake is very high this year.  Lots of black flies.  Hoping they don't cause the loon to abandon the nest.

Blue Heron spotted along with several Mallards and Wood ducks.


06/09/2017,Beautiful day on the lake.  we now have one baby loon swimming with mom and dad.  There is another egg on the nest but we do not know if it is viable.  Lake is very high so boaters are cautioned to keep the wakes at a minimum so as to not disturb the wildlife and the loon nest.
06/17/2017,Sunny date with a light breeze.  Adult loons swimming with the chick.  Quite a few fishermen and boaters enjoying the lake today.  
06/25/2017,Partly sunny day.  Blue Heron spotted.  Loon family swimming.  chick is getting bigger.  Lake is rather murky due to all the rain we've been having.  
07/04/2017,Nice- sunny day with a light breeze.  Swallows are nesting in the Wood Duck house.  Blue Heron flying overhead.
Loon family swimming.  No sign of the Mallards.  Must be swimming in the duck pond.
07/11/2017,Very nice sunny day with a light breeze.  Spotted two Blue Herons.  Loon family swimming along with several Mallards.

07/19/2017,Nice day.  Lake traffic is fairly quiet.  Watched the baby loon swimming with family.  Chick is growing fast and learned to dive.   Nice day.  Lake traffic is fairly quiet.  Watched the baby loon swimming with family.  Chick is growing fast and learning to dive.  
07/27/2017,Watched the loon family swimming.  Chick is growing so fast.  Blue Heron spotted along with several Mallards.
Have not seen any baby ducks on the lake this year but numerous adults.

Very nice summer day.  
08/12/2017,Very nice sunny day.  Lots of people enjoying the lake.  Watched the loon chick learning to dive for food with the adult loon.  Observed two Blue Heron and a family of Mallards sunning on a dock.
08/20/2017,Nice day with a mild chop to the lake.  Only seeing one adult loon and the chick now.  Blue Herons on lake along with one family of Mallards.
08/29/2017,Sunny- nice day.  lake very calm.  Trees are starting to turn.  Only observed the baby loon today.
09/13/2017,Very nice sunny day with a lit breeze.  No lake traffic.  No sign of our loons.  Must have left for the season.
Two Mallards swimming.
09/21/2017,Sunny day with a light breeze.  12 Mallards in by shore on the north side of the lake.  Blue Heron standing in yard.
Loons no longer on the lake
09/29/2017,Partly sunny- cool day.  A few ducks remaining on the lake.  Trees around the lake are not very pretty this year.
Color seems to be dull and trees are losing their leaves already.




Start Date,Group Name,Project Name
07/24/1997,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/30/1997,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/07/1997,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/13/1997,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/22/1997,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/28/1997,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
09/06/1997,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
09/12/1997,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
09/20/1997,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
09/27/1997,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
10/04/1997,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
10/18/1997,Waldemar Obermann,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
10/26/1997,Waldemar Obermann,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
11/01/1997,Waldemar Obermann,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
11/08/1997,Waldemar Obermann,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
11/15/1997,Waldemar Obermann,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
04/24/1998,Waldemar Obermann,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
05/04/1998,Waldemar Obermann,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
05/13/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
05/22/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
05/28/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
06/04/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
06/11/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
06/20/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
06/26/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/03/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/17/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/25/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/31/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/07/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/14/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/21/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/27/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
09/03/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
09/11/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
09/17/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
09/25/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
10/02/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
10/09/1998,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
05/17/1999,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
05/27/1999,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
06/03/1999,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
06/11/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
06/18/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
06/25/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/02/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/10/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/16/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/23/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/31/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/06/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/14/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/21/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/28/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
09/06/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
09/17/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
09/27/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
10/04/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
10/14/1999,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
05/05/2000,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
05/15/2000,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
05/26/2000,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
06/05/2000,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
06/18/2000,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
06/25/2000,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/04/2000,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/20/2000,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/29/2000,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/05/2000,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/13/2000,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/15/2000,Betty Liebert And Don Wilson,Lake Baseline Monitoring- DNR (1970s-2006)
08/21/2000,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
09/06/2000,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
09/13/2000,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
09/25/2000,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
10/11/2000,Betty Liebert And Don Wilson,Lake Baseline Monitoring- DNR (1970s-2006)
04/30/2001,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
05/12/2001,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
05/28/2001,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
06/11/2001,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
06/21/2001,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
06/30/2001,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/09/2001,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/24/2001,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/08/2001,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/14/2001,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
08/24/2001,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
09/03/2001,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
09/25/2001,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
10/09/2001,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
05/07/2002,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
05/27/2002,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
06/12/2002,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
06/24/2002,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/08/2002,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/10/2002,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/22/2002,Betty Liebert,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
07/26/2002,Betty Liebert And Don Wilson,Citizen Lake Monitoring - Water Quality - Bills Lake; Deep Hole
