Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Amik Lake,Vilas,2268600,NO,64,,643220,NE,DRAINAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,07/13/1984,4.3,,1.3,15,,56,,55,,,,,
1,10/10/1985,3,,0.9,,23,62,52,,,,,,
07/29/1999,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/06/1999,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/15/1999,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/20/1999,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/27/1999,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/16/1999,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/30/1999,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/14/1999,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/16/2000,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/08/2000,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/12/2000,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/18/2000,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/30/2000,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/04/2000,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/17/2000,William Ave'lallemant,Lake Baseline Monitoring- DNR (1970s-2006)
07/18/2000,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/25/2000,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/09/2000,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/21/2000,William Ave'lallemant,
08/28/2000,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/05/2000,Benjamin Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/09/2000,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/09/2000,William Ave'lallemant,
10/31/2000,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/18/2001,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/30/2001,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/30/2001,William Ave'lallemant,PIKE LAKE CHAIN LAKES ASSOCIATION- INC.: Pike Lake Chain Comprehensive Plan - Phase 5 - Amik Lake
06/22/2001,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/25/2001,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/25/2001,William Ave'lallemant,PIKE LAKE CHAIN LAKES ASSOCIATION- INC.: Pike Lake Chain Comprehensive Plan - Phase 5 - Amik Lake
07/07/2001,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/11/2001,William Ave'lallemant,PIKE LAKE CHAIN LAKES ASSOCIATION- INC.: Pike Lake Chain Comprehensive Plan - Phase 5 - Amik Lake
07/22/2001,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/03/2001,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/09/2001,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/17/2001,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/20/2001,William Ave'lallemant,PIKE LAKE CHAIN LAKES ASSOCIATION- INC.: Pike Lake Chain Comprehensive Plan - Phase 5 - Amik Lake
08/23/2001,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/05/2001,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/18/2001,JENNIFER WUDI,PIKE LAKE CHAIN LAKES ASSOCIATION- INC.: Pike Lake Chain Comprehensive Plan - Phase 5 - Amik Lake
09/18/2001,William Ave'lallemant,PIKE LAKE CHAIN LAKES ASSOCIATION- INC.: Pike Lake Chain Comprehensive Plan - Phase 5 - Amik Lake
09/27/2001,Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/11/2001,Benjamin And Mary Kregel,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/27/2002,William Ave'lallemant,VILAS COUNTY LAKES ASSOCIATION: Vilas Volunteers
06/07/2002,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/15/2002,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/25/2002,William Ave'lallemant,VILAS COUNTY LAKES ASSOCIATION: Vilas Volunteers
07/07/2002,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/11/2002,William Ave'lallemant,VILAS COUNTY LAKES ASSOCIATION: Vilas Volunteers
07/17/2002,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/26/2002,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/02/2002,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/09/2002,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/17/2002,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/23/2002,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/26/2002,William Ave'lallemant,VILAS COUNTY LAKES ASSOCIATION: Vilas Volunteers
08/29/2002,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/07/2002,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/14/2002,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/24/2002,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/01/2002,William Ave'lallemant,VILAS COUNTY LAKES ASSOCIATION: Vilas Volunteers
05/07/2003,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/21/2003,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/27/2003,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/31/2003,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/13/2003,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/20/2003,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/23/2003,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/24/2003,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/27/2003,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/15/2003,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/16/2003,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/22/2003,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/29/2003,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/12/2003,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/14/2003,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/26/2003,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/30/2003,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/09/2003,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/15/2003,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/29/2003,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/01/2003,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/12/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/20/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/24/2004,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/28/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/03/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/07/2004,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/07/2004,William Ave'lallemant,PIKE LAKE CHAIN LAKES ASSOCIATION- INC.: Pike Lake Chain Lakes - Assessment #1 Round- Turner- Amik
06/10/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/17/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/21/2004,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/26/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/02/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/10/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/12/2004,William Ave'lallemant,PIKE LAKE CHAIN LAKES ASSOCIATION- INC.: Pike Lake Chain Lakes - Assessment #1 Round- Turner- Amik
07/15/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/24/2004,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/27/2004,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/03/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/12/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/17/2004,William Ave'lallemant,PIKE LAKE CHAIN LAKES ASSOCIATION- INC.: Pike Lake Chain Lakes - Assessment #1 Round- Turner- Amik
08/19/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/30/2004,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/02/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/07/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/13/2004,William Ave'lallemant,PIKE LAKE CHAIN LAKES ASSOCIATION- INC.: Pike Lake Chain Lakes - Assessment #1 Round- Turner- Amik
09/17/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/17/2004,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/21/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/26/2004,William Ave'lallemant,PIKE LAKE CHAIN LAKES ASSOCIATION- INC.: Pike Lake Chain Lakes - Assessment #1 Round- Turner- Amik
09/28/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/05/2004,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/07/2004,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/08/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/16/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/23/2005,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/23/2005,William Ave'lallemant,PIKE LAKE CHAIN LAKES ASSOCIATION- INC.: Pike Lake Chain Lakes - Assessment #1 Round- Turner- Amik
05/24/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/05/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/06/2005,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/06/2005,William Ave'lallemant,PIKE LAKE CHAIN LAKES ASSOCIATION- INC.: Pike Lake Chain Lakes - Assessment #1 Round- Turner- Amik
06/08/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/19/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/20/2005,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/20/2005,William Ave'lallemant,PIKE LAKE CHAIN LAKES ASSOCIATION- INC.: Pike Lake Chain Lakes - Assessment #1 Round- Turner- Amik
06/25/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/05/2005,JAMES KREITLOW,Small Lake Planning Grants
07/11/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/18/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/18/2005,William Ave'lallemant,Small Lake Planning Grants
07/27/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/01/2005,William Ave'lallemant,Small Lake Planning Grants
08/03/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/14/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/15/2005,William Ave'lallemant,Small Lake Planning Grants
08/21/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/31/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/06/2005,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/06/2005,William Ave'lallemant,Small Lake Planning Grants
09/11/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/20/2005,William Ave'lallemant,Small Lake Planning Grants
09/25/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/03/2005,William Ave'lallemant,Small Lake Planning Grants
10/11/2005,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/22/2006,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/31/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/03/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/11/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/19/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/19/2006,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/27/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/21/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/21/2006,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/29/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/06/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/07/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/14/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/14/2006,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/21/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/22/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/30/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/07/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/13/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/15/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/23/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/25/2006,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/01/2006,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/17/2007,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/24/2007,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/29/2007,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/06/2007,William F Ave'Lallemant- Jack Zerovic,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/14/2007,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/22/2007,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/30/2007,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/08/2007,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/09/2007,William F Ave'Lallemant- Jack Zerovic,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/16/2007,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/24/2007,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/01/2007,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/09/2007,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/17/2007,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/02/2007,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/10/2007,William F Ave'Lallemant- Jack Zerovic,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/18/2007,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/18/2007,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/27/2008,William F Ave'Lallemant- Jack Zerovic,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/31/2008,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/08/2008,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/16/2008,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/23/2008,William F Ave'Lallemant- Jack Zerovic,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/24/2008,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/02/2008,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/10/2008,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/21/2008,William Ave'Lallemant and Jack Wierzba,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/21/2008,William F Ave'Lallemant- Jack Zerovic,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/22/2008,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/26/2008,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/03/2008,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/11/2008,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/19/2008,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/25/2008,William F Ave'Lallemant- Jack Zerovic,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/27/2008,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/04/2008,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/12/2008,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/25/2008,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/04/2008,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/11/2009,William Ave'Lallemant and Jack Wierzba,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/11/2009,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/26/2009,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/22/2009,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/22/2009,William F Ave'Lallemant- Jack Zerovic,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/28/2009,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/05/2009,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/13/2009,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/21/2009,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/21/2009,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/21/2009,William F Ave'Lallemant- Jack Zerovic,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/28/2009,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/06/2009,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/14/2009,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/22/2009,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/24/2009,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/07/2009,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/15/2009,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/23/2009,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/17/2010,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/29/2010,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/06/2010,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/22/2010,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/25/2010,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/30/2010,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/08/2010,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/16/2010,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/24/2010,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/28/2010,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/06/2010,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/17/2010,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/25/2010,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/02/2010,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/04/2010,William Ave'lallemant,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/10/2010,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
10/09/2010,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/03/2011,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/09/2011,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/17/2011,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/25/2011,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/03/2011,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/11/2011,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/19/2011,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/27/2011,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/01/2011,William Ave'Lallemant and Jack Wierzba,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/04/2011,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/12/2011,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/20/2011,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/28/2011,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/05/2011,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/13/2011,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/29/2011,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/22/2012,Jack Wierzba,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
05/26/2012,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/03/2012,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/19/2012,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
06/27/2012,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/02/2012,Jack Wierzba,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/05/2012,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/13/2012,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/21/2012,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/24/2012,Jack Wierzba,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
07/29/2012,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/06/2012,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/22/2012,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/27/2012,Jack Wierzba,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
08/30/2012,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
09/10/2012,Jim Rice,Citizen Lake Monitoring - Water Quality - Amik Lake; Deep Hole
