Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Two Sisters Lake,Oneida,1588200,NO,44,,443391,NE,SPRING



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190289,05/31/1986,21.5,NO,6.5,,,33,,,,,CLEAR,BLUE,
8190289,06/28/1986,18.25,NO,5.5,,,35,,,,,CLEAR,BLUE,
8190289,07/20/1986,15.75,NO,4.8,,,37,,,,,CLEAR,BLUE,
8190289,07/26/1986,16.25,NO,4.9,,,37,,,,,CLEAR,BLUE,
8190289,08/03/1986,14.25,NO,4.3,,,39,,,,,CLEAR,BLUE,
8190289,08/09/1986,14.75,NO,4.5,,,38,,,,,CLEAR,BLUE,
8190289,09/13/1986,13.25,NO,4,,,40,,,,,,BROWN,
8190289,05/02/1987,12.25,NO,3.7,,,41,,,LOW,,,GREEN,
8190289,06/07/1987,18.75,NO,5.7,,,35,,,,,CLEAR,BLUE,
8190289,06/28/1987,20.75,NO,6.3,,,33,,,,,CLEAR,BLUE,
8190289,07/18/1987,22.5,NO,6.8,,,32,,,,,CLEAR,BLUE,
8190289,07/26/1987,24.25,NO,7.4,,,31,,,,,CLEAR,BLUE,
8190289,08/08/1987,27.25,NO,8.3,,,30,,,,,CLEAR,BLUE,
8190289,09/05/1987,22.25,NO,6.8,,,32,,,,,CLEAR,BLUE,
8190289,09/27/1987,20.5,NO,6.2,,,34,,,,,CLEAR,BLUE,
07/25/2012,50,FEET,49.3,DEGREES F,.05,MG/L
07/25/2012,56,FEET,49,DEGREES F,0,MG/L
08/22/2012,5,FEET,70.7,DEGREES F,8.78,MG/L
08/22/2012,10,FEET,70.5,DEGREES F,8.76,MG/L
08/22/2012,15,FEET,70.4,DEGREES F,8.73,MG/L
08/22/2012,20,FEET,70.3,DEGREES F,8.66,MG/L
08/22/2012,25,FEET,69.8,DEGREES F,8.55,MG/L
08/22/2012,30,FEET,60.7,DEGREES F,8.78,MG/L
08/22/2012,35,FEET,55.4,DEGREES F,2,MG/L
08/22/2012,40,FEET,51.6,DEGREES F,.18,MG/L
08/22/2012,50,FEET,49.7,DEGREES F,.05,MG/L
08/22/2012,56,FEET,49.2,DEGREES F,0,MG/L
05/25/2013,5,FEET,58.6,DEGREES F,10.38,MG/L
05/25/2013,10,FEET,56.6,DEGREES F,10.54,MG/L
05/25/2013,15,FEET,52.2,DEGREES F,11.35,MG/L
05/25/2013,20,FEET,48.3,DEGREES F,11.54,MG/L
05/25/2013,25,FEET,46.2,DEGREES F,11.07,MG/L
05/25/2013,30,FEET,44.7,DEGREES F,9.99,MG/L
05/25/2013,35,FEET,43.9,DEGREES F,9.21,MG/L
05/25/2013,40,FEET,43.3,DEGREES F,8.26,MG/L
05/25/2013,50,FEET,42.8,DEGREES F,6.26,MG/L
05/25/2013,56,FEET,42.8,DEGREES F,.17,MG/L
06/24/2013,5,FEET,70.7,DEGREES F,8.76,MG/L
06/24/2013,10,FEET,70,DEGREES F,8.77,MG/L
06/24/2013,15,FEET,66.1,DEGREES F,9.42,MG/L
06/24/2013,20,FEET,56.1,DEGREES F,11.71,MG/L
06/24/2013,25,FEET,50.2,DEGREES F,11.63,MG/L
06/24/2013,30,FEET,46.7,DEGREES F,9.61,MG/L
06/24/2013,35,FEET,45.6,DEGREES F,7.78,MG/L
06/24/2013,40,FEET,44.1,DEGREES F,2.64,MG/L
06/24/2013,50,FEET,43.3,DEGREES F,.14,MG/L
06/24/2013,56,FEET,43.3,DEGREES F,.08,MG/L
07/20/2013,5,FEET,78,DEGREES F,8.03,MG/L
07/20/2013,10,FEET,77.8,DEGREES F,8.06,MG/L
07/20/2013,15,FEET,74.5,DEGREES F,9.08,MG/L
07/20/2013,20,FEET,62.3,DEGREES F,11.17,MG/L
07/20/2013,25,FEET,54.3,DEGREES F,11.46,MG/L
07/20/2013,30,FEET,49.8,DEGREES F,10.24,MG/L
07/20/2013,35,FEET,46.5,DEGREES F,3.33,MG/L
07/20/2013,40,FEET,44.9,DEGREES F,.29,MG/L
07/20/2013,50,FEET,44.1,DEGREES F,.13,MG/L
07/20/2013,56,FEET,44.7,DEGREES F,.08,MG/L
08/29/2013,5,FEET,76.5,DEGREES F,8.42,MG/L
08/29/2013,10,FEET,76.3,DEGREES F,8.45,MG/L
08/29/2013,15,FEET,74.4,DEGREES F,8.49,MG/L
08/29/2013,20,FEET,70.1,DEGREES F,8.74,MG/L
08/29/2013,25,FEET,60,DEGREES F,10.7,MG/L
08/29/2013,30,FEET,51.5,DEGREES F,7.96,MG/L
08/29/2013,35,FEET,47.9,DEGREES F,1.89,MG/L
08/29/2013,40,FEET,46.3,DEGREES F,.14,MG/L
08/29/2013,50,FEET,44.9,DEGREES F,.08,MG/L
08/29/2013,56,FEET,44.9,DEGREES F,.06,MG/L
05/23/2014,5,FEET,52.7,DEGREES F,10.77,MG/L
05/23/2014,10,FEET,52,DEGREES F,10.8,MG/L
05/23/2014,15,FEET,50.1,DEGREES F,10.98,MG/L
05/23/2014,20,FEET,48,DEGREES F,10.86,MG/L
05/23/2014,25,FEET,46.1,DEGREES F,10.85,MG/L
05/23/2014,30,FEET,45.1,DEGREES F,10.26,MG/L
05/23/2014,35,FEET,43.8,DEGREES F,9.59,MG/L
05/23/2014,40,FEET,42.7,DEGREES F,8.57,MG/L
05/23/2014,50,FEET,42.1,DEGREES F,7.52,MG/L
05/23/2014,56,FEET,42.2,DEGREES F,.19,MG/L
06/22/2014,5,FEET,67.3,DEGREES F,8.79,MG/L
06/22/2014,10,FEET,67,DEGREES F,8.77,MG/L
06/22/2014,15,FEET,66.2,DEGREES F,8.7,MG/L
06/22/2014,20,FEET,57,DEGREES F,11.24,MG/L
06/22/2014,25,FEET,51,DEGREES F,11.3,MG/L
06/22/2014,30,FEET,46,DEGREES F,9.54,MG/L
06/22/2014,35,FEET,44.1,DEGREES F,4.95,MG/L
06/22/2014,40,FEET,43.1,DEGREES F,1.57,MG/L
06/22/2014,50,FEET,42.5,DEGREES F,.13,MG/L
06/22/2014,56,FEET,42.5,DEGREES F,.09,MG/L
07/23/2014,5,FEET,72.1,DEGREES F,8.56,MG/L
07/23/2014,10,FEET,71.9,DEGREES F,8.51,MG/L
07/23/2014,15,FEET,70.5,DEGREES F,8.77,MG/L
07/23/2014,20,FEET,64.1,DEGREES F,10.38,MG/L
07/23/2014,25,FEET,54.3,DEGREES F,11.75,MG/L
07/23/2014,30,FEET,49.1,DEGREES F,10.2,MG/L
07/23/2014,35,FEET,46.2,DEGREES F,4.92,MG/L
07/23/2014,40,FEET,44.5,DEGREES F,.67,MG/L
07/23/2014,50,FEET,43.4,DEGREES F,.16,MG/L
07/23/2014,56,FEET,43.3,DEGREES F,.11,MG/L
09/03/2014,5,FEET,69.5,DEGREES F,8.6,MG/L
09/03/2014,10,FEET,69.4,DEGREES F,8.58,MG/L
09/03/2014,15,FEET,69.5,DEGREES F,8.56,MG/L
09/03/2014,20,FEET,69.4,DEGREES F,8.54,MG/L
09/03/2014,25,FEET,69.4,DEGREES F,10.7,MG/L
09/03/2014,30,FEET,51.5,DEGREES F,9.18,MG/L
09/03/2014,35,FEET,47.1,DEGREES F,2.77,MG/L
09/03/2014,40,FEET,45.2,DEGREES F,.21,MG/L
09/03/2014,50,FEET,43.7,DEGREES F,.1,MG/L
09/03/2014,56,FEET,43.5,DEGREES F,.07,MG/L
05/27/2015,5,FEET,60.4,DEGREES F,9.59,MG/L
05/27/2015,10,FEET,60.2,DEGREES F,9.6,MG/L
05/27/2015,15,FEET,57.3,DEGREES F,9.94,MG/L
05/27/2015,20,FEET,53.4,DEGREES F,10.62,MG/L
05/27/2015,25,FEET,49.5,DEGREES F,11.8,MG/L
05/27/2015,30,FEET,47,DEGREES F,10.78,MG/L
05/27/2015,35,FEET,44.5,DEGREES F,8.22,MG/L
05/27/2015,40,FEET,43.8,DEGREES F,5.4,MG/L
05/27/2015,50,FEET,43,DEGREES F,1.14,MG/L
05/27/2015,56,FEET,42.9,DEGREES F,.11,MG/L
06/27/2015,5,FEET,71.3,DEGREES F,8.8,MG/L
06/27/2015,10,FEET,70.6,DEGREES F,8.76,MG/L
06/27/2015,15,FEET,68.9,DEGREES F,8.83,MG/L
06/27/2015,20,FEET,62.8,DEGREES F,10.04,MG/L
06/27/2015,25,FEET,52.5,DEGREES F,11.2,MG/L
06/27/2015,30,FEET,48.6,DEGREES F,10.49,MG/L
06/27/2015,35,FEET,46.2,DEGREES F,5.82,MG/L
06/27/2015,40,FEET,44.8,DEGREES F,.79,MG/L
06/27/2015,50,FEET,43.7,DEGREES F,.16,MG/L
06/27/2015,56,FEET,43.6,DEGREES F,.1,MG/L
07/20/2015,5,FEET,74.3,DEGREES F,8.65,MG/L
07/20/2015,10,FEET,74,DEGREES F,8.65,MG/L
07/20/2015,15,FEET,74,DEGREES F,8.58,MG/L
07/20/2015,20,FEET,69.9,DEGREES F,9.6,MG/L
07/20/2015,25,FEET,55.9,DEGREES F,11.96,MG/L
07/20/2015,30,FEET,49.1,DEGREES F,9.63,MG/L
07/20/2015,35,FEET,47,DEGREES F,4.98,MG/L
07/20/2015,40,FEET,45.5,DEGREES F,.84,MG/L
07/20/2015,50,FEET,44,DEGREES F,.16,MG/L
07/20/2015,56,FEET,43.8,DEGREES F,.1,MG/L
08/26/2015,5,FEET,65.8,DEGREES F,8.92,MG/L
08/26/2015,10,FEET,65.6,DEGREES F,8.87,MG/L
08/26/2015,15,FEET,65.6,DEGREES F,8.84,MG/L
08/26/2015,20,FEET,65.6,DEGREES F,8.83,MG/L
08/26/2015,25,FEET,65.4,DEGREES F,8.79,MG/L
08/26/2015,30,FEET,55.4,DEGREES F,9.44,MG/L
08/26/2015,35,FEET,48.3,DEGREES F,1.22,MG/L
08/26/2015,40,FEET,46.5,DEGREES F,.17,MG/L
08/26/2015,50,FEET,44.9,DEGREES F,.11,MG/L
08/26/2015,56,FEET,44.7,DEGREES F,.08,MG/L
05/02/2016,5,FEET,48.4,DEGREES F,11.73,MG/L
05/02/2016,10,FEET,47.8,DEGREES F,11.79,MG/L
05/02/2016,15,FEET,47.5,DEGREES F,11.81,MG/L
05/02/2016,20,FEET,46.9,DEGREES F,11.84,MG/L
05/02/2016,25,FEET,46.2,DEGREES F,11.77,MG/L
05/02/2016,30,FEET,44.7,DEGREES F,11.19,MG/L
05/02/2016,35,FEET,42.7,DEGREES F,9.8,MG/L
05/02/2016,40,FEET,42.2,DEGREES F,9.19,MG/L
05/02/2016,50,FEET,41.2,DEGREES F,8.17,MG/L
05/02/2016,56,FEET,41.1,DEGREES F,.24,MG/L
06/22/2016,5,FEET,70.5,DEGREES F,8.87,MG/L
06/22/2016,10,FEET,70.2,DEGREES F,8.85,MG/L
06/22/2016,15,FEET,68.5,DEGREES F,9.31,MG/L
06/22/2016,20,FEET,58.9,DEGREES F,11.15,MG/L
06/22/2016,25,FEET,53.7,DEGREES F,11.32,MG/L
06/22/2016,30,FEET,51.1,DEGREES F,11.31,MG/L
06/22/2016,35,FEET,47,DEGREES F,7.66,MG/L
06/22/2016,40,FEET,44.7,DEGREES F,.65,MG/L
06/22/2016,50,FEET,43.9,DEGREES F,.26,MG/L
06/22/2016,56,FEET,43.7,DEGREES F,.14,MG/L
07/18/2016,5,FEET,72.4,DEGREES F,8.67,MG/L
07/18/2016,10,FEET,72.2,DEGREES F,8.69,MG/L
07/18/2016,15,FEET,72,DEGREES F,8.55,MG/L
07/18/2016,20,FEET,67.5,DEGREES F,9.94,MG/L
07/18/2016,25,FEET,54.9,DEGREES F,11.49,MG/L
07/18/2016,30,FEET,51,DEGREES F,10.41,MG/L
07/18/2016,35,FEET,47.6,DEGREES F,5.35,MG/L
07/18/2016,40,FEET,45.9,DEGREES F,.35,MG/L
07/18/2016,50,FEET,44.1,DEGREES F,.16,MG/L
07/18/2016,56,FEET,44.1,DEGREES F,.11,MG/L
08/31/2016,5,FEET,71.9,DEGREES F,8.79,MG/L
08/31/2016,10,FEET,71.8,DEGREES F,8.7,MG/L
08/31/2016,15,FEET,71.6,DEGREES F,8.57,MG/L
08/31/2016,20,FEET,71.2,DEGREES F,8.34,MG/L
08/31/2016,25,FEET,67.5,DEGREES F,11.32,MG/L
08/31/2016,30,FEET,54.2,DEGREES F,8.83,MG/L
08/31/2016,35,FEET,49.5,DEGREES F,1.78,MG/L
08/31/2016,40,FEET,47.4,DEGREES F,.26,MG/L
08/31/2016,50,FEET,45.5,DEGREES F,.15,MG/L
08/31/2016,56,FEET,44.6,DEGREES F,.08,MG/L
04/24/2017,5,FEET,45.5,DEGREES F,10.7,MG/L
04/24/2017,10,FEET,45.3,DEGREES F,10.62,MG/L
04/24/2017,15,FEET,45,DEGREES F,10.57,MG/L
04/24/2017,20,FEET,44.6,DEGREES F,10.42,MG/L
04/24/2017,25,FEET,44.4,DEGREES F,10.31,MG/L
04/24/2017,30,FEET,43.7,DEGREES F,9.98,MG/L
04/24/2017,35,FEET,43.5,DEGREES F,9.89,MG/L
04/24/2017,40,FEET,43.4,DEGREES F,9.79,MG/L
04/24/2017,50,FEET,43.3,DEGREES F,9.4,MG/L
04/24/2017,56,FEET,43.2,DEGREES F,.24,MG/L
07/17/2017,5,FEET,72.6,DEGREES F,8.2,MG/L
07/17/2017,10,FEET,72.5,DEGREES F,8.15,MG/L
07/17/2017,15,FEET,70.8,DEGREES F,8.36,MG/L
07/17/2017,20,FEET,60.4,DEGREES F,9.73,MG/L
07/17/2017,25,FEET,54.6,DEGREES F,9.76,MG/L
07/17/2017,30,FEET,50.1,DEGREES F,6.78,MG/L
07/17/2017,35,FEET,47.3,DEGREES F,.66,MG/L
07/17/2017,40,FEET,46.4,DEGREES F,.14,MG/L
07/17/2017,50,FEET,45.8,DEGREES F,.12,MG/L
07/17/2017,56,FEET,45.7,DEGREES F,.09,MG/L
08/24/2017,5,FEET,68.9,DEGREES F,8.48,MG/L
08/24/2017,10,FEET,68.8,DEGREES F,8.43,MG/L
08/24/2017,15,FEET,68.7,DEGREES F,8.36,MG/L
08/24/2017,20,FEET,68.6,DEGREES F,8.33,MG/L
08/24/2017,25,FEET,57.7,DEGREES F,10.06,MG/L
08/24/2017,30,FEET,52.1,DEGREES F,6.2,MG/L
08/24/2017,35,FEET,49.2,DEGREES F,.38,MG/L
08/24/2017,40,FEET,47.8,DEGREES F,.21,MG/L
08/24/2017,50,FEET,46.6,DEGREES F,.15,MG/L
08/24/2017,56,FEET,46.4,DEGREES F,.12,MG/L



Start Date,Fieldwork Comment
05/31/1986,No cloud cover and there is a 6" chop on the water.    
06/28/1986,Sunny and 8" waves.    
05/02/1987,Sunny- the temperature is 65 degrees- and a light northeast wind.    
06/07/1987,Southwest wind at 15 mph- hazy- choppy- and the temperature is 75 degrees.    
06/28/1987,The sky has 20% cloud cover- west wind at 15 mph- 6" waves- and the air temperature is 75 degrees F.    
07/18/1987,Hazy sun- the temperature is 80 degrees F- and the wind south at 10 mph.    
07/26/1987,Northwest wind at 5 mph- bright clear sky.    
08/08/1987,Northwest wind at 5 mph and a clear sky.    
09/05/1987,Hazy sunshine- the temperature is 82 degrees- wind is southwest at 20 mph- and there are 6" waves.    
09/27/1987,Clear and sunny with a southwest wind at 10 mph.    
05/29/1988,Sunny- slight haze- warm southwest wind at 10 mph- 2" chop- and the air temperature is 75 degrees F.    
06/04/1988,Clear sky- northwest wind at 0-5 mph- air temperature is 75 degrees F- and slight plankton bloom.    
06/26/1988,Partly cloudy sky- northeast wind at 5-10 mph- and 2" chop.    
07/23/1988,40% cloud cover- air temperature is 80 degrees F- and no wind.    
08/28/1988,Northwest wind at 15-20 mph- increasing cloudiness but no haze- and air temperature is 55 degrees F.    
09/17/1988,Clear- bright blue sky- west wind at 5 mph- 2" chop- and air temperature is 65 degrees F.    
06/18/1989,Slight. haze- puffy clouds- SW wind 5-10 mph- 2-3 in. chop    
06/24/1989,Calm- 30% cloud cover- lots of pine pollen in water    
07/08/1989,Southwest breeze 5-10 mph- 2 in. waves- bright and clear    
07/22/1989,Clear- hazy- 80 F- SE wind 5 mph- slight ripple- more filamentous algae than usual    
08/05/1989,Southwest wind 20 mph- 4 in. chop- 70 F- clear but hazy    
08/26/1989,SE wind 10 mph- 3" waves- sunny- hazy- 70 F    
09/10/1989,Bright blue sky- 30% clouds- NW wind 0-5 mph- air 65 F    
05/28/1990,Northwest wind at 5-15 mph- clear sky with slight haze- air temperature is 65 degrees F- and water temperature is 60 degrees F.    
06/10/1990,Mostly sunny- 30%  big puffy clouds- light northeast wind at 0-5 mph- only a few ripples on water surface.    
06/24/1990,Light west wind at 0-5 mph- ripple on lake surface- air temperature is 75 degrees- bright sunshine- clear sky- many small particles in water- white-gray colored algae     
07/21/1990,West wind at 5 mph- 2" chop- 50% puffy cloud cover- high wispy clouds moving in from the southwest but sun still 90% bright.    
07/31/1990,Southwest wind at 5-10 mph- 4" chop with a clear- bright sky.  The rainfall from 7/17-7/31 is 2.21".    
08/29/1990,Bright clear sky- 5% part cloud cover- northwest wind at 10mph- 2" chop.  Checked rope on secchi disk against fiberglass tape measure- rope 2 inches long at 20 foot mark.  Rainfall from 8/1-8/29 is 4.64 inches.    
06/29/1991,W wind at 5-15 mph- choppy- hazy- puffy clouds.    
08/05/1991,Variable wind- 0-5 mph- light algae bloom.  The rainfall from 7/6-8/5 was 5.58 inches.    
09/04/1991,Bright clear sky- NW wind at 10 mph- 5" chop on water.  The rainfall from 8/6-9/4 was 4.3 inches.    
10/02/1991,No haze in sky but 50% cover of puffy clouds.  Took secchi readings between clouds.  The wind is northwest at 5 mph and the air temperature is 60 degrees. the rainfall from 9/5-10/2 was 3.98 inches.    
11/13/1991,Sun at very low angle but sky is clear.  Air temperature is 43 degrees- no wind- lake smooth as glass.  Main lake open water but embayments ice covered.  The rainfall from 10/3-11/13 is 4.4 inches.    
07/23/1992,Bright sunshine- wind 0-5 mph- no waves- and the air temperature is 65 degrees F.    
08/15/1992,The wind is 0-5 mph- clear- bright sun- and calm surface.  The rainfall from 7/15-8/15 is 1.62".    
09/27/1992,Northwest wind at 10 mph- 10% cloud cover but no haze- waves are 4" high.  The rainfall from 8/16-8/27 is 7.17".    
10/25/1992,South wind at 10 mph- 4" chop on water- clear sky- and the temperature is 60 degrees F.    
08/01/1993,West wind at 10-15 mph- 5" chop on water- air clear with 15% cover of puffy clouds.    
10/17/1993,Northwest wind at 10 mph- 3" chop on surface- air temperature is 50 degrees F- 10% cloud cover- blue sky and two eagles over lake.  The rainfall from 9/20-10/17 is 2.1".    
07/30/1994,Hazy sunshine- southwest wind at 10 mph- 4" waves.  Light colonial algae bloom.    
09/03/1994,Cloud cover is 10%. air is very clear- bright sun- SE wind @ 5 mph- 2" waves.    
10/19/1994,Sunny and breezy    
07/30/1995,Southwest wind at 15-20 mph- 6" chop on surface- clear sky- and the air temperature is 85 degrees F.  The rainfall from 6/30-7/30 is 5.1".    
09/02/1995,Northwest wind at 10-15 mph- 4" chop on surface- sky clear with 10% puffy cloud cover.    
07/21/1996,No clouds- slight haze- SE wind @ 10 mph- 2" waves.  Very heavy rain- some erosion in watershed 3 days ago.  Jet-skies harassing loon.    
08/31/1996,Southwest wind @ 10 mph- 3" waves- 6" boat waves- sunny with scattered med. size puffy clouds.  Air temp is 75 degrees.    
05/20/2001,Strong southeast wind- light ripples on the surface- high hazy sky- and a bright sun.    
06/04/2001,Brisk northeast breeze- light rippled surface- and cloudy with a bright sun at times.    
06/19/2001,High cirrus clouds- light rippled surface- brisk northwest breeze- and lots of pollen recently.    
06/29/2001,Brisk with west breeze- bright hazy sun- and a light chop.    
07/13/2001,Light northwest breeze- clear sky- light rippled surface- and half moon in the west.    
07/31/2001,High bright hazy sky. Rippled surface. Bright sunlight.    
08/17/2001,Partly cloudy. Bright sun. Slightly rippled surface.    
09/05/2001,Cloudless sky- slight haze. Bright sun. SW wind. Slightly rippled surface.    
09/25/2001,Very rippled surface. High slight haze. Bright sun. Strong N wind.    
10/07/2001,Clear sky. Bright sun. Slightly rippled surface. WNW breeze.    
10/28/2001,Lake appears to have turned over. One loon left. Clear sky. Bright sun. Brisk SW breeze. 1' swells.    
04/26/2002,Slightly rippled surface. Clear sky- bright sun. Water
is like clear pea soup. Last ice out April 24- 2002.

    
05/11/2002,Overcast sky- sun a bright spot. South breezee- calm
lake- rippled surface.

    
05/24/2002,Bright clear day. Light NE zepher- smooth surface

    
05/31/2002,Bright clear day- slight haze. Slight NW breeze-
rippled surface. Two loons on lake. Sandy Wickman assisted today.    
06/16/2002,Bright- hazy sky. Patchy clouds. NW breeze. Rippled surface.    
06/29/2002,Bright sun- high cirrus clouds. Hazy (canadian wild fires) sky. Brisk SW breeze. 6-8" chop. Too many jet skis. One adult loon on lake.    
07/19/2002,Bright sun- hazy sky. No clouds. Calm lake. 2 teenagers assisted.    
08/07/2002,Bright sun- some clouds. Clear day. Calm lake    
08/20/2002,High bright sun- clear sky. Slight haze. Brisk SW breeze. Calm lake. Rippled surface. Jet contrails in the sky.    
08/31/2002,Partly cloudy. Hazy bright sky. Brisk south wind    
09/17/2002,High bright sun- few high whispy clouds. Brisk SW breeze. 6" waves.    
10/01/2002,Bright high sun. Clear. Slightly hazy sky. Few whispy clouds. SW breeze. Rippled surface. 1 adult and 1 juvenile loon on lake.    
10/11/2002,Bright sun. Clear sky. Whispy clouds on western horizon. Brisk SW breeze. 8" chop on lake    
05/02/2003, Bright slightly hazy clear sky; brisk ESE breeze;
rippled surface; two pairs of ducks on lake.  NOTE:  56' depth is lake
bottom.    
05/17/2003,6FT INTEGRATED SAMPLE    
06/02/2003,Partly cloudy; bright sun through a high hazy sky;
light breeze; rippled surface;  lake is a clear light green;  pine pollen
on lake.  NOTE: 56' depth is lake bottom.    
06/10/2003,Clear high hazy sky; scattered clouds; brisk east
breeze; 4"-6" waves; rippled surface; lake is clear with a light green
cast.  NOTE: 56' depth is lake bottom.    
06/19/2003,WEST BAY - 6FT INTEGRATED SAMPLE    
07/01/2003,Clear sky; partly cloudy; high bright sun; light SW
breeze; lightly rippled surface; lake is clear light green. NOTE: 56'
depth is lake bottom.    
07/13/2003,Many cumulus clouds; clear sky between clouds;
rippled surface; many swells from boat traffic;
light west breeze. NOTE: 56' depth is lake bottom.    
07/29/2003,Partly sunny; clear sky bright sun between clouds;
many cumulus clouds; light west breeze;  rippled surface. NOTE: 56' depth
is lake bottom.    
08/14/2003,High hazy sky; some puffy clouds; bright sun; brisk
west breeze;lightly rippled surface; Grandson Adam assisted.  NOTE: 56'
depth is lake bottom.    
08/30/2003,A bluebird day! Clear sky; bright sun; few puffy
clouds; brisk WNW breeze; rippled surface; lake association's D.O./Temp
meter malfunctioned.  NOTE: 56' depth is lake bottom.    
09/17/2003,Clear slightly hazy sky - bright sun - strong S.
wind - 1' waves. Note: 56' depth is lake bottom. Air temp 22.1 C. Surface temp 19.9 C and surface D.O. 9.1 mg/l.    
10/05/2003,Bright clear day - no clouds in sky - light N.W.
breeze - calm rippled surface -two fishing boats on lake - fall colors
developing slowly - fall turnover starting - lake slightly turbid. Note:
56' depth is lake bottom. Air temp 12.3 C- surface temp 12.3 C. Surface D.O. 9.5 mg/l.    
10/16/2003,Bright sun - clear sky - west breeze - 4" - 6" waves -
rippled surface - two loons on lake - two eagles overhead - lake slightly
turbid - D.O./Temp. meter malfunctioned at 50'. Note: 56' depth is lake
bottom. Air temp 10.6 C- surface temp 11.4 C and surface D.O. 10.2 mg/l.    
10/29/2003,Cloudy day - patches of blue sky - light N.W. breeze -
rippled surface - lake is somewhat turbid. Note: 56' is lake bottom. Air temp 8.7 C- surface temp 9.0 C and surface D.O. 10 mg/l.    
04/27/2004,Bright sun- high hazy clouds- brisk N.W. breeze- rippled surface- lake has turned over- slightly murky. NOTE:56' depth is lake bottom.    
05/15/2004,Bright sun- clear overhead- calm lake- light N.W. breeze- one loon checking me out. NOTE: 56' depth is lake bottom.    
06/06/2004,High bright sun- few puffy clouds- brisk N.W. breeze- 6" rollers- rippled surface- one loon on lake. NOTE: 56' depth is lake bottom.    
06/19/2004,High bright sun- clear- few puffy clouds- brisk NW breeze-rippled surface- 6" waves. NOTE: 56' depth is lake bottom.    
07/10/2004,Bright sun- high hazy sky- few clouds- a blue bird day- calm smooth surface. NOTE: 56'depth is lake bottom.    
07/17/2004,Bright sun- high hazy sky- some clouds- N breeze- rippled surface. NOTE: 56' depth is lake bottom.    
08/04/2004,Sunny day- some high clouds- brisk north breeze- rippled surface. NOTE: 56' depth is lake bottom.    
08/21/2004,Bright sunny day- few high clouds- brisk NW breeze-rippled surface- 4" - 6" waves. NOTE: 56'depth is lake bottom.    
08/29/2004,Clear day- many clouds- light N breeze- rippled surface- took Secchi reading when sun broke through clouds. NOTE: 56' depth is lake bottom.    
09/08/2004,Clear day- many clouds- light N. breeze- rippled surface- took Secchi readings when sun broke through clouds- 2 loons on lake. Measured temperature and D.O. on September 9 at 09:35 hours on a dead calm lake. NOTE: 56' depth is lake bottom.    
09/23/2004,Bright clear day- few high cirrus clouds- brisk south breeze- low rolling waves- choppy surface- some white caps- D.O. meter malfunctioned. NOTE: 56' depth is lake bottom.    
10/06/2004,Clear sky- brisk NW wind- 12" chop with white caps- two loons on lake. NOTE: 56' depth is lake bottom.    
10/12/2004,Bright sunny day- high cirrus clouds- calm- lake is like a mirror- two loons on lake. NOTE: 56' depth is lake bottom.    
04/25/2005,Bright day- overcast sky with some openings in overcast- north west breeze-calm lake- took Secchi when sun was bright. Note: 56' depth is lake bottom.    
05/17/2005,Overcast day- S.E. breeze- rippled surface- took Secchi with bright sun. Note: 56' depth is lake bottom.    
05/31/2005,Overhead clear sky- bright sun- some puffy clouds on horizon- calm lake- light east breeze. Note: 56' depth is lake bottom.    
06/16/2005,Clear cloudless sky- brisk N. wind- 6" rollers. Note 56' depth is lake bottom.    
07/01/2005,Bright clear day- many puffy clouds- N.E. breeze- rippled surface-D.O. meter malfunctioned. Note: 56' depth is lake bottom.    
07/15/2005,Clear sky- bright sun- slight haze on western horizon- light N.W. breeze- rippled surface. Note: 56' depth is lake bottom.    
07/29/2005,Bright sunny day- high haze- some clouds- light east breeze- calm rippled lake surface- son-in-law assisted. Note: 56' depth is lake bottom.    
08/15/2005,Bright sun- clear slightly hazy sky- few clouds- brisk west breeze- 6" rollers- rippled surface. Note: 56' depth is lake bottom.    
09/05/2005,Bright sunny day- high haze in sky with few clouds- much Labor Day boat traffic- brisk southerly breeze- 12"-18" waves. Note: 56' depth is lake bottom.    
09/20/2005,Clear sunny day- a few puffy clouds- brisk N.W. breeze- 6"-12" rollers- rippled surface. Note: 56' depth is lake bottom.    
10/08/2005,Bright clear sunny day- few scattered clouds to southeast- 4"-6" waves- southerly breeze- rippled surface. Note: 56' depth is lake bottom.    
10/16/2005,Bright sunny day- calm lake- very light S.E. breeze- lake is clear with a slight green haze. Note: 56' depth is lake bottom.    
10/28/2005,Beautiful autumn day- cloudless slightly hazy sky- light southerly breeze- rippled surface- lake has slight green haze. Note: 56' depth is lake bottom.    
05/06/2006,Partly cloudy- took Secchi with sun breaking through clouds- brisk west breeze- rolling 12" waves- lake has turned over. D.O. meter malfunctioned below 20'depth. 56' profile depth is lake bottom.
05/22/2006,Clear sunny day- few high cirrus clouds- north breeze- slightly rippled surface. 56' profile depth is lake bottom.  Note: 56' profile depth is lake bottom.
05/31/2006,Clear sunny day- high clouds moving in from northwest- brisk north breeze- rippled surface. 56' profile depth is lake bottom.
