Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Silver Lake,Forest,555700,NO,21,,213017,NE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190649,06/08/1992,13,NO,4,,,40,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190649,06/14/1992,9.5,NO,2.9,,,45,,,HIGH,,CLEAR,BLUE,2-Very minor aesthetic problems
8190649,06/24/1992,9,NO,2.7,,,45,,,HIGH,,CLEAR,BLUE,2-Very minor aesthetic problems
8190649,07/04/1992,9.5,NO,2.9,,,45,,,NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
8190649,07/13/1992,11,NO,3.3,,,43,,,ABOUT 6" ABOVE NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
08/08/2007,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/03/2007,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/09/2008,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/24/2008,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/23/2008,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/25/2008,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/11/2008,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/04/2009,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/21/2009,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/20/2009,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/23/2009,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/17/2009,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
04/11/2010,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/29/2010,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/30/2010,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/26/2010,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/23/2010,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/08/2011,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/26/2011,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/26/2011,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/22/2011,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/17/2011,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/27/2011,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
04/04/2012,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/22/2012,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/28/2012,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/30/2012,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/13/2013,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/19/2013,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/19/2013,Allen Bluhm,Citizen Lake Monitoring Network QA/QC - 2013
07/03/2013,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/28/2013,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/29/2013,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/20/2013,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/24/2014,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/26/2014,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/28/2014,Todd Hanke - Onterra- LLC,FOREST COUNTY SILVER LAKE ASSOC: Silver Lake Management Planning Project
06/26/2014,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/14/2014,Todd Hanke - Onterra- LLC,FOREST COUNTY SILVER LAKE ASSOC: Silver Lake Management Planning Project
07/23/2014,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/25/2014,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/11/2014,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/29/2014,Todd Hanke - Onterra- LLC,FOREST COUNTY SILVER LAKE ASSOC: Silver Lake Management Planning Project
02/17/2015,Todd Hanke - Onterra- LLC,FOREST COUNTY SILVER LAKE ASSOC: Silver Lake Management Planning Project
04/26/2015,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/24/2015,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/23/2015,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/27/2015,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
09/26/2015,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
10/18/2015,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
04/23/2016,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
05/22/2016,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
06/24/2016,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
07/22/2016,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
08/28/2016,Allen Bluhm,Citizen Lake Monitoring - Water Quality - Silver Lake (555700); Deep Hole
