Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Alva Lake,Oneida,968100,NO,44,,443053,NE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,07/12/1979,,,,2.21,,,,41,,,,,
8189805,08/17/1989,10.75,NO,3.3,,,43,,,,,,GREEN,2-Very minor aesthetic problems
8189805,09/02/1989,10.75,NO,3.3,,,43,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8189805,09/15/1989,11.25,NO,3.4,,,42,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8189805,10/01/1989,8.25,NO,2.5,,,47,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8189805,10/13/1989,7.25,NO,2.2,,,49,,,,,,GREEN,2-Very minor aesthetic problems
8189805,04/21/1990,8.5,NO,2.6,,,46,,,LOW,,,GREEN,2-Very minor aesthetic problems
8189805,05/03/1990,10.5,NO,3.2,,,43,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8189805,05/21/1990,8.5,NO,2.6,,,46,,,LOW,,,BLUE,2-Very minor aesthetic problems
8189805,06/07/1990,16.75,NO,5.1,,,37,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8189805,06/25/1990,14.5,NO,4.4,,,39,,,LOW,,,BLUE,2-Very minor aesthetic problems
09/25/1990,Wind 10 mph- lake may have turned over- less clarity.  Water level: up 2"- very low.    
05/10/1991,Clear- light wind- level up 2-3" over last year- pair of eagles. Water level: very low.    
05/17/1991,Clear- light wind.  Water level: very low.    
06/06/1991,Sunny- light wind- bobcat near lake.    
06/17/1991,Sunny- light wind- 2.5" rain last week- eagle.  Water level: very low.    
07/10/1991,A lot of boat traffic over 4th of July.    
07/30/1991,Light wind- sunny- 2" rain last few days.  Water level: very low.    
08/18/1991,Water level: very low.    
08/30/1991,Island is exposed- and gulls are using it as a roost- little boat traffic.  Water level: very low.    
09/19/1991,Water level: very low.    
10/01/1991,Calm- cloudy- light rain.  Water level: very low.    
10/09/1991,Partly cloudy- light wind.  Water level: very low.    
05/18/1992,Rained 2.1" inches two days ago.    
05/26/1992,Little boat activity.    
06/11/1992,Dead calm like a mirror- a deer swam across the lake yesterday.    
06/28/1992,West wind- clear day- loons have one young chick.    
07/06/1992,Partly cloudy- light west wind.  Two loon chicks getting big.  Not much boat traffic.    
07/24/1992,Loon family still here.    
08/10/1992,Clear day- windy.    
09/25/1992,Why isn't the water level coming up   All other lakes around came up.    
05/10/1993,Light wind- ripples.  Lake level: Rising    
05/25/1993,Light W wind.    
06/08/1993,Recent rain- cloudy.    
06/20/1993,Recent rains- calm winds- pair of ducks and loons.    
06/22/1993,5.5" rain.    
07/07/1993,Finally clear- 30+ mph wind yesterday- lake level down one inch since last measurement.    
07/20/1993,Weather is partly sunny.  No significant rain in the past 10 days.  Lake level unchanged since last measurement.    
07/22/1993,No rain for a week.    
07/30/1993,Weather is clear- lake level unchanged.  Some suspended algae on the south shore of the lake.  Boat traffic has been nil- but will change with the arrival of seven super large boats today.    
08/07/1993,Weather is p.c.  Lake level is down about one inch- small amount of floating weeds on some shorelines due to heavy boat traffic that began at the start of this week- otherwise- lake has been clear.    
08/11/1993,Light east wind.  78 degrees.    
08/19/1993,Partly cloudy- bloom along E and N shoreline has disappeared.    
08/29/1993,Partly cloudy- wind 10 mph- shallow water weed growth.    
09/15/1993,Partly cloudy- light wind- heavy rain 2 days ago- heavy winds yesterday- lake beginning to turn over.    
10/12/1993,Weather is sunny- wind is 15 mph or more.  A lot of wind the past few days.  Air temp is 38 degrees.  Bright sun and puffy clouds.  Blue water with waves.  The lake is beautiful today.    
10/20/1993,Weather is partly cloudy- wind is light- air temp is 50 degrees.  Water temp at the surface is 45 degrees.  The loons are still on the lake but they have molted into their winter colors much earlier than I can remember.    
05/02/1994,Weather partly cloudy- wind light- lake levels up by 4+" from last fall.  Loons are back.  Ice out on 4-19 (quite early) .    
05/18/1994,Clear day 10-12 mph north wind- 19 eagles were seen here 3 weeks ago.  Water level: up slightly    
05/19/1994,Weather beautiful- sunny + windless.  No recent rains.    
05/27/1994,Weather is partly cloudy- wind SW less than 10 mph- after a week of very warm weather it is now cooler with a current temp of 62 degrees.    
06/01/1994,Weather is cool- but day is beautiful with strong wind from north-northwest.  Great day for a sail!    
06/04/1994,2.5" of rain over weekend.  Light SW wind- sunny.    
06/15/1994,Hot + humid with strong southerly winds.  Loons failed to nest + now seem to use their new found leisure time to travel- etc.    
06/30/1994,Quite clear- very little bloom.    
07/06/1994,Beautiful day- little wind so waves from boats made sampling difficult. Temperature difference shows lake to be stratified.    
07/10/1994,P.c. rain all week- light wind.    
07/17/1994,Beautiful- except for noise from jet skis!  unsettled weather.  Had a brief shower while on the lake- but the measurement was taken in sunshine two minutes later.    
07/20/1994,Partly cloudy- SW wind- lots of rain lately.    
08/06/1994,Sun and wind and temp is 70 degrees- a great sailing day.    
08/10/1994,Light wind- a little hazy.    
08/17/1994,Some floating weeds from boat traffic in shallow areas.  First algae bloom of the year-p.s. a bumper blackberry crop!    
08/22/1994,3.5" rain few days ago.    
08/24/1994,3.5" rain in storm last week.  Much run-off into lake- especially from the many boat launches.    
09/07/1994,Beautiful day with strong SW wind.  With the summer season over and the big boats being put away for another year- the loons- eagles- gulls- otters- kingfishers- can reclaim their lake.    
09/14/1994,1.45" rain yesterday-water on shoreline cloudy.    
10/02/1994,But where did Alva's clarity go   Lake level approaching 30 yr. high.  Fall is finally here with 22 degrees last night + leaves changing over.  5" of rain since last reading.  Lake level: very high    
10/11/1994,Lake has turned over but still is quite cloudy (for Alva) .  First freeze last night.  Rain gauge is 7 inches from 9/7 to 10/11.  Lake level: very high    
10/26/1994,Leaves are down- but no killing frost as yet.  Our annuals are still blooming.  Last measurement of the year.  See you in 1995.  Lake level: very high    
05/02/1995,Partly cloudy-light wind-the air temperature 57 degrees.  Let the sampling begin!    
05/23/1995,Air temp. 57 degrees with NW wind.  Weather continues cool.  Water temp. in mid-50's.  Loon nesting on platform in "Little Alva".    
05/31/1995,After a wet weekend the weather now is great.  Trees are almost leafed out- many wildflowers including a rock clematis seen this morning.  It's week # 3 for the loons on the nest.    
06/11/1995,Two loon chicks hatched 6/9 off nest on 6/10.  Brought into big lake today.  .45" rain yesterday.  Water level: Up slightly from last sampling    
06/21/1995,Hot- humid + windless.  Much pollen on the water (and in the cottage!) .    
07/04/1995,The great American dip-in on a beautiful 4th of July.    
07/11/1995,A quiet morning after a wild weekend- no substantial rain in the past few weeks and the lake level is dropping.    
07/19/1995,Bright overcast with light breeze.  Recent rain after last week's hot weather.  We helped band the loons last week.  Got all four-an exciting night!  Water level: up slightly    
07/24/1995,Light NW wind- clear.  I'm late with this report-had spine surgery-sorry.    
08/01/1995,Lake level still higher than the last 15 year average.  Rain last night ushered out the recent hot weather.  The day is partly cloudy- cool- with light winds.  Gulls have returned to Alva earlier than usual.  Is this a sign of an early fall     
08/04/1995,Partly cloudy- light W wind.    
08/15/1995,It rained- 3.75" in the past 10 days.  Cooler day after recent hot wet spell.  More weed growth this year- probably due to warm sunny weather.  Some floating weeds resulting from heavy boat traffic on the weekend.  Loon chicks not feeding    
08/22/1995,Clear- light E wind.    
08/27/1995,Much recent rain-shoreline vegetation under water.  Lake level: very high    
09/05/1995,A wonderful summer weather-wise for lake use.  Water temp. is still 76 degrees.  Lake level: very high    
09/11/1995,Dramatic change in weather last week- brought fall-like temps to the northwoods.  Air temp while we sampled was 56 degrees.  Surface water temp dropped from 75 to 65 degrees in the past 4 days.    
09/12/1995,Partly cloudy- light NW wind.    
09/21/1995,Fall weather is here.  Colors starting to show.  Water 63 degrees- air 46 degrees.    
10/04/1995,Much recent rain.  Colors are wonderful.  Surface water 60 degrees- air 58 degrees.    
10/11/1995,Air temperature is 72 degrees- beautiful- sunny day- strong SW wind- and lake appears to have turned over.  Lake level: very high    
10/25/1995,Recent snow and rain-water temp. 49 degrees.  Time to take in the pier + boat.  See you next year.  Lake level: very high    
05/20/1996,Much sedimentation.  Ice out on 5/7.  Loons are back.    
05/29/1996,Shoreline areas still quite sedimented.  Fishers are back and defending their territories.  Lake level: very high    
05/30/1996,Very windy last few days. Light E wind today.    
06/05/1996,Very nice day-loon back on nest after first unsuccessful try.  Lake level: very high    
06/12/1996,Light W wind.    
06/12/1996,Summer!  Warm with light breeze and some clouds.  Lake level: very high    
06/20/1996,Great day to be on the water. Loon still on nest. Lake quite clear considering level of lake is so high.    
07/01/1996,W wind- clear day.    
07/06/1996,High clouds overhead with some thunder in the west.  With high water some shoreline erosion taking place.  Water level: Very high-up 1" from last reading    
07/15/1996,Finally sunny- 70 degrees- after a week of 62.  Loons finally gave up and left the nest- no chicks this year.  Water level: Very high- up from last sampling    
07/25/1996,Water temp. 71 degrees. Much recent rain. Weather cool with low scudding clouds with some breaks for the sun to shine through. Certainly an elusive summer.  Lake level: very high    
07/29/1996,Brisk W wind- partly cloudy.    
08/08/1996,Air temperature is 70 degrees- water 74 degrees- much recent rain with a very bad storm two nights ago.  Had to chase the mallard chicks from the pier so I could use the boat but instead of merely swimming off- they can fly!  Lake level: very high    
08/13/1996,Warm + humid with some light sprinkles- little wind.    
08/21/1996,Air 66 degrees- water 74 degrees-much overnight fog. Beautiful weather last 2 days. Quiet today after a wild weekend. How many 100 mph motor boats can a 200 acre lake support   Lake level: very high    
08/27/1996,Air 68 degrees- water 75 degrees- 42 degrees last night! Heavy rain on Sunday caused much runoff into the lake-especially in front of the steeper boat ramps as has been the case all summer.  Lake level: very high    
09/09/1996,Wonderful late summer- water temps are the warmest of the year.    
10/01/1996,Air 65 degrees- water 60 degrees. Wonderful fall day. great colors. For what it's worth- the secchi depth there was 8.5. The lake was down-on it's way to it's winter draw-down of 12'. The depth at the measurement spot was 150'.    
10/13/1996,Perfect fall day.  Air temp is 67 degrees- many small dead flies on surface- a usual midsummer occurrence.  A loon still on the lake but not tagged.    
05/10/1997,Ice out on 4/27/97.  Lake is highest in our 35 years on the lake.  Start of shoreline erosion on some of the high banks.  60 degrees- bright sunshine- light breeze.  0.6 inches of rain from 4/30/97 to 5/10/97.    
06/02/1997,Lake level: very high    
06/09/1997,Lake level: very high    
06/16/1997,Gully washer storm yesterday afternoon.  Cloudy with light wind.  Air temperature 60 degrees.  Loons abandoned platform nest on about 6/1- got back on new nest on 6/11 and are now off that one.  4 inches of rain from 5/18 to 6/16.  Water Level: What is beyond extremely high      
06/26/1997,Lake level: very high    
07/07/1997,Water level: very- very- very high.    
07/15/1997,80 degrees.  Clear with light winds.  Little boat traffic after busy weekend.  Shell fragments at loon nest showed one probably hatched- but no chick was seen.  3.9 inches of rain from 6/17 to 7/15.  Lake level: very high- continues to rise.    
07/23/1997,Lake level: very high    
07/30/1997,Lake level: very high    
08/18/1997,Lake level: VERY HIGH BUT DROPPING SLIGHTLY    
10/17/1997,LAKE SAMPLE    
04/30/1998,Water 60 degrees- air 70 degrees.  Very dry.  Loons here.    
05/19/1998,Air 73 degrees.  Nice day.  Loon on platform.    
06/01/1998,Water 66 degrees air 64 degrees.  Recent storms.    
06/10/1998,Water 62 degrees air 55 degrees.  Cool and cloudy all week.  Loon on platform.    
06/22/1998,Water 60 degrees air 70 degrees.  Very dry.  Loons here.    
07/04/1998,Water 78 degrees.  Air 74 degrees.  Beautiful day.    
07/14/1998,Water 80 degrees air 82 degrees.  Big storm this A.M.    
07/28/1998,73 degrees.  West wind.  Very dry.    
08/12/1998,Water 80 degrees air 78 degrees.  Calm and clear.  Very dry.    
08/24/1998,Air 76 degrees recent rain.  Chick growing fast.    
10/01/1998,Water 62 degrees air 50 degrees.  Cool fall day.    
10/08/1998,43 degrees.  3 days of rain and wind.  Loon adults left chick still on lake.    
04/14/1999,Ice-out on 4/10- loons have returned- air 64.    
05/02/1999,Beautiful day. Very dry. Lake level down. Air temp 75.    
05/18/1999,Much recent rain. 3.7" since last reading.  Nice day.  Air 60.    
06/17/1999,2.8" rain since last reading- air 62 F- calm with sun.    
06/29/1999,Beautiful day.  Air 60 F. wind NW 10+. 0.6" rain since last reading.    
07/10/1999,Air 68 F- water 72 F- wind NW- beautiful day- 5.6" rain with 4.1" coming 2 days ago.    
07/18/1999,Air 78 F- water 76 F- partly cloudy with light breeze- 2 loon chicks are growing.    
07/28/1999,Another nice day. Loon chicks are growing.  Jet ski "helpers" were annoying.    
08/10/1999,Air 70 F- water 72 F- cloudy with NW wind- much recent rain- 1st gull on lake- fall sign     
08/19/1999,Air 70 F- water 71 F- partly cloudy with light NW wind- 2" rain since last reading- no gulls today.    
09/01/1999,Great day!  Air 74 F. Very quiet on the lake. Watched an eagle "swim" as he/she tried to get a big fish out of the water.    
09/11/1999,Air 58 F. Water 68 F. Sunny with light SW wind. Much recent wind + rain. Fall is at the door.    
09/21/1999,Air 45 F. Water 62 F. High clouds with SW wind. Frost in some areas last night.  Adult loons appear to be gone- but at least one chick remains.    
09/27/1999,Air 50 F. Air unsettled with threat of storms. Fall colors are great!    
10/09/1999,Air 68 F. Water 58 F. Great day.    
10/26/1999,Air 45 F. Water 47 F. Clear with strong S wind. Can this cloudy water be Alva Lake   More like a spring than fall reading. Last dipping for 1999.    
04/26/2000,Beautiful spring day- air: 68 degrees- water: very cold- ice out on 4/1.  Loons are back.  No nest year.    
05/23/2000,Air: 71 degrees- water: 64 degrees.  Today was to have been chemistry day- but 30mph wind drove me off lake.  Loon on egg (5) on platform.    
05/31/2000,Air: 69 degrees- partly cloudy with light wind.  A quiet day after busy weekend.  Loon still on nest.    
06/08/2000,Air: 74 degrees- water: 64 degrees.  Dead calm and sunny.  Recent rain.  One loon chick (hatched on 6/5).    
06/29/2000,Air: 60 degrees.  Sunny with strong NW wind.  5+" rain recently.  Loon chick is growing.    
08/21/2000,Sunny with high clouds and strong south wind.  Temperature is 73 degrees- a great sailing day.    
08/30/2000,Temperature is 61 degrees- overcast with scattered light showers- and a young loon is learning how to fly.    
09/08/2000,Temperature is 68 degrees- high clouds- and light wind.  A quiet week after a noisy weekend.    
09/17/2000,Temperature is 60 degrees- sun with high clouds- and gusty with wind.  Much recent rain and high winds. juvenile loon still on lake but parents appear to be gone.    
09/24/2000,Temperature is 45 degrees- and clear with a moderate west wind.  First clear day since the rainy "satellite" day.    
10/01/2000,The air is 67 degrees- high clouds- and another day of strong south wind.  A beautiful fall day.    
10/08/2000,The air is 38 degrees- skies cleared an hour ago after two days of snow and a strong north wind.  The young loon still on lake though parents left weeks ago.    
10/18/2000,The air is 56 degrees and clear with light wind- another great day.  Our young loon had two visitors yesterday- another youngster and a larger loon that could have been an adult. Today out lightness loon was alone again.    
10/29/2000,The air is 46 degrees- clear with strong southeast wind- and loon still on lake but we will be heading home soon so this is the last dip for the year.  See you in the spring!    
04/29/2001,Ice out on 4/22- the air temperature is 75 degrees- the water temperature is 75 degrees- very cold- wind south at 20-25 mph- and the loons are back.    
05/30/2001,Nice day- the temperature is 62 degrees- light breeze- loon on platform- much recent rain- caterpillars everywhere.    
06/11/2001,Great summer day.  The air temperature is 79 degrees- the water temperature is 71 degrees- much recent rain- loon chick hatched last night.    
06/21/2001,The air temperature is 62 degrees- the water temperature  is 68 degrees- unsettled weather with many clouds- rain every day.    
06/26/2001,The air temperature is 82 degrees- hot and humid- is summer here   South wind at 15 mph- loon chick doing well.    
07/05/2001,The air temperature is 70 degrees- the water temperature is 76 degrees- nice cloudless day with breeze from the west.    
07/07/2001,The air temperature is 79 degrees. the water temperature is 76 degrees- busy day on the lake- near shore areas quite turbid due to boat traffic.    
07/18/2001,The air temperature is 72 degrees- the water temperature is 77 degrees- sunny with light wind- one inch of rain overnight ending a long dry spell.    
07/23/2001,The air temperature is 79 degrees- overcast until 1:00 PM- some rain- sun is out now with strong southwest wind.  Did the satellite see the lake     
07/31/2001,The air temperature is 76 degrees- warm humid day- gulls showed up yesterday- a sign that summer is over the hump!    
08/08/2001,The air temperature is 82 degrees- the water temperature is 83 degrees- hot and humid (81%)- with high clouds- and southwest winds (and really big waves from our resident really big inboard).    
08/09/2001,Exact collection time is unknown
    
08/09/2001,INTEGRATED SAMPLER- 2 METER SAMPLE    
08/20/2001,Dead calm with a cloudless sky.  The air temperature is 67 degrees- the water temperature is 71 degrees- and the loon youngster continues to grow.    
08/27/2001,The air temperature is 68 degrees- overnight there was rain- partly cloudy with a west-northwest wind- and the loons were the only others on the lake.    
09/12/2001,The air temperature is 66 degrees- the water temperature is 70 degrees- there is a strong northwest wind- and there was 4" plus inches of recent rain.    
09/24/2001,The air temperature is 50 degrees- the water temperature is 62 degrees- mostly clear with a strong north wind (many whitecaps)- and the start of fall colors.    
10/01/2001,The air temperature is 58 degrees- cloudless fall day- dead calm- adult loons have left but juvenile is still here- yesterday another young loon stopped to say hello.    
10/17/2001,The air temperature is 47 degrees- water temperature is 54 degrees- much recent rain but today is sunny with a south wind.    
11/03/2001,The air temperature is 46 degrees- water temperature is 48 degrees- nice- sunny day- wind is down after a week of high winds- young loon is still on the lake- last dip of the year- time to dock in and get the boat put away.    
04/30/2002,Air temp is 48 degrees- Water is very cold. Partly cloudy with a NW wind. Ice out 4/18. Loons came back 4/18. Lake level is very high.    
05/22/2002,Air 41 degrees. Clear W/ NW wind. Hard freeze last night. Loon on nest on platform in "Little Alva".    
06/17/2002,Air 67 degrees-water 68 also. Beautiful late spring
day. Loon off of the nest with two chicks.    
06/26/2002,Air 68 degrees. Cloudy w/SW wind. Very recent rain w/ severe storm last night.    
07/04/2002,Water temp. 80 degrees. Great  weather for the Fourth of July and the "2002 Secchi Dip-In". Boat traffic will be heavy- so I'm out early!    
07/14/2002,Air: 80 degrees. Water: 81 degrees. Heavy boat traffic coupled with a very high lake level has given us much uprooting of the shoreline and a greater than normal amount of plant material on the surface of the lake.    
07/24/2002,Air 70 degrees. Southeast wind. 2.5 inches of rain two
days ago. Loon chicks growing.    
08/06/2002,Air 70 degrees- water 76 degrees.  Light southeast wind- 4+inches of rain in the past ten days.    
08/20/2002,Air:  58 degrees.  Beautiful quiet morning. Again- much recent rain. 50+ mph winds three days ago brought more shoreline erosion.    
09/04/2002,Air: 69 degrees- water: 74 degrees. Clear- cloudless day with lightwest wind. Much recent rain including a number of severe storms.    
09/17/2002,Air: 62 degrees-water: 70 degrees. Cloudless sky with no wind. Perfect end of summer day. Loon chicks continue to grow and they become more independent every day.    
09/27/2002,Air:48 degrees-water:61. Finally-after three days of rain-a nice sunny day! Very little Fall color as yet.    
10/09/2002,Air:49 degrees-water:59. Clear blue sky with no wind.  For twenty of the last twenty-three days we have had rain. So much rain has given us so much water in the lake(good for the water table but tough on the shoreline).    
10/28/2002,Finally some sunshine! Air temp.:36 degrees.
Wind:10mph from the southeast. Recent snow and unusually cold temperatures tell us that it is time to put away the boat- take in the pier and store our sampling materials for another year. See you in spring.    
04/30/2003,Air:56.Sunny w/lt.se wind.Ice-out on 4/18. Loons back
on 4/19. Lk. level higher than last year's high.    
05/27/2003,Air:69. LT.SW breeze. Lake level at 40 year high.
Loons here but no sign of nesting activity.    
06/09/2003,Air::61. H2O:64. Cloudy w/ a few peeks of the
sun.About one inch of recent rain.
    
06/30/2003,Air:65. No wind. High water has caused much erosion on
some shorelines. Loon chicks hatched last week.    
07/16/2003,Air:74. H2O:73. Beautiful day w/high clouds and SW
wind. The two loon chicks are growing.
    
07/24/2003,Air:65. LT.SW wind. Bright sunshine. LK.level dropping
but still high.    
08/08/2003,Air:71. H2O:73. PC/NE wind. Much recent rain. Loon
chicks continue to grow.
    
08/19/2003,Air:71. S.wind. High clouds. Very dry w/no recent
rain. Loon chicks continue to grow and often venture away from their
parents to forage on their own.    
09/07/2003,Air:76 degrees-H2O:72. Hazy sunshine w/no wind. No
recent rain. Lake level continues to drop.
    
09/25/2003,Air:50 degrees-H2O:62. PC/light west wind. After a
week of warm weather-cool fall conditions have arrived this week. At least
two loons remain on the lake.
    
10/05/2003,Air:48 degrees-H2O:58. Sunny and calm. A beautiful day
after a week or so of cold wet weather(including some snow). Much
suspended algae. Turnover is in full progress.
    
10/14/2003,Air:47 Degrees. High clouds. Strong NW wind. Secchi
and chem. done on 10/14. Due to failure of Van Dorn collector-temp. and
D.O.were completed on 10/18(thank you Laura-Sandy-etal for the quick
replacement of the broken unit). It appears that turnover is now complete
on Alva. Two loons are still on the lake.    
10/27/2003,Air:36 degrees. H2O:50. Sunny w/lt. SW wind. At
least one loon remains on the lake. Snow is forecast for tonight so it
appears that it's time to hang up the secchi for another year. See you in
spring.
    
04/28/2004,Sunny w/strong SW wind.Air 68 degrees-water 48 degrees.Loons are back as are we.    
05/18/2004,Air 51 degrees.Gentle breeze from the north.Sunny.Much recent rain.Loon on nest w/two other loons on the lake.What's this all about     
06/10/2004,Air 62 degrees-water 65 degrees.PC/strong SE wind.Much recent rain.Loon chick hatched two days ago.    
06/23/2004,Air 58 degrees.Lt.wind from the NW.Sun w/some high clouds.A cool start to summer.Loon chick continues to grow.    
07/03/2004,Air 76 degrees-water 71 degrees.Hazy sunshine w/little wind.With the many large speedboats and noisy PWCs on the lake this Fourth of July holiday-Alva is not the place to seek peace and quiet this weekend.    
07/15/2004,Air:69. Water:71.Sunny w/lt. nw wind.After two weekends of heavy boat traffic some high bank shorelines are showing signs of erosion.There is sedimentation in the near shore areas along these shorelines with sand and rocky bottoms now covered with silt.    
07/20/2004,Air:73 degrees.Breeze from the SE.Hazy sunshine.No recent rain.    
08/06/2004,Air:69 degrees-water:75.Sunny w/NW breeze.Much recent rain aftera long period of dry weather.    
08/25/2004,Air 66 F.  Heavy overcast with lt. S wind.  Rain overnight.  Warmer weather after a period of record low temps.    
09/17/2004,Air:64 degrees-water:68.Much recent rain and wind.Today sees high clouds w/se wind.Loon chick continues to grow.Adult loons appear to have left the lake.    
10/06/2004,AIR:60 degrees-water:57.Southwest wind 10+mph.Clear sky.Fall colors are here.Two young loons one the lake today with one a visitor from another lake.    
10/13/2004,Air 54 degrees.Sun w/high clouds.Light wind from the north.Weather forecast tells of a dramatic temmperature change with the possibility of snow.    
10/14/2004,DEEP HOLE - 6FT INTEGRATED SAMPLE    
11/02/2004,Air:43 degrees-water:47 degrees.PC w/lt.NW wind.Much recent rain.Three!young loons now on the lake.Water is still cloudy with some bloom showing on windward shores.We voted for clean air and water earlier and thought it appropriate to do the last dip of the year on Election Day.    
04/17/2005,Air 67=degrees-H2O=48.Sunny w/high clouds.Ice-out on 04/13.Two loons on the lake;one is the resident male.    
05/24/2005,Air=62 degrees.Sunny w/lt.SE breeze.Quiet on the lake.two loons on the lake;first nest failed.    
05/31/2005,Air=67 degrees-H2O=61.Sunshine w/lt.SE wind.A quiet morning after a Memorial Day weekend that was not.    
06/13/2005,Air=67 degrees-H2O=72.PC/Lt. SE wind.Many recent storms.Loons have renested on a new nest in the shallow SW bay.    
06/22/2005,Air=68 degrees.Sunny. Lt.SE wind.Beautiful summer day.Loon on new nest.    
07/01/2005,Air=63-H2O=74.North wind. Recent storms after record heat. Loon nest abandoned (2 eggs);Female loon was found dead w/immature eagle perched on the body.    
07/19/2005,Air=75 degrees-H2O at surface=82.South wind.Recent hot spell followed a big storm two nights ago.    
07/25/2005,Air=88 degrees.Sunny w/lt.SE wind.Hot and humid w/no appreciable rain.Lake level continues to drop.    
08/05/2005,Air=79 degrees-H2O=79.Sunny w/lt. variable wind.With little recent rain-lake level continues to drop.    
08/23/2005,Air=52 degrees.Sunny w/lt.SE wind.2+inches of rain last week.Strong cold front has brought fall-like weather.    
09/15/2005,Air=68 degrees-H2O=72.Sunny w/lt.SW wind. One inch of recent rain but lake level continues to drop.    
10/11/2005,Air=42 degrees.Dense fog w/S breeze.4+" of rain in storms last week.Much run-off into lake.Three loons on the lake including the resident male who should have left long ago.    
10/28/2005,Air 46 F- water 46 F.  Sunny W/S wind.  Fall is here with trees losing their leaves.  3 loons remain on the lake including the resident male and 2 immatures.  Final dip of the year.    
05/02/2006,Air:69-H2O:54. PC w/light southwest wind. Ice-out on 04/13. Two loons on the lake.
05/22/2006,Air:61. Sunny w/lt. variable wind. Frost last night but today's beautiful. Two loons on the lake.
06/20/2006,Air:66. High clouds. Light south breeze. Three loons on the lake today. Though there has been little recent rain-we have a "green" June w/ trees and forest understory looking very good.
07/09/2006,Air:72-H2O:72. PC and dead calm. Lake level continues to drop. Loons-after at least one nest failure on the platform-have nested on the center bar (which now-with low water-is an island).
08/04/2006,Air:72-H2O:76.8. Sunny w/light breeze from the west. Much rain after record setting heat. Loons have hatched a chick.
08/09/2006,Air:70. More clouds than sun. Lt. south wind. Eight loons on the lake. A gull on  the lake  signals the countdown to end of summer.
09/17/2006,Air:62-H2O:66. Cloudy w/southwest wind. Overnight rain w/forecast for more fall-like weather.
09/26/2006,Air:62-H2O:62. Sunny w/ gusty southwest wind. The young loon is still on the lake.
10/25/2006,Air:37. Clear w/lt. southeast wind. Today is the first clear day after many days of clouds and rain or snow. October has been very cold (21 degrees this morning). One loon remains on the lake. Time to put the boat and the monitoring equipment away for another year.
04/25/2007,Air:45 degrees. Cloudy w/ NE wind. Two loons on the lake. Lake level down from last fall.
05/18/2007,Air: 66 degrees. Hazy sunshine. SW wind 20+ mph.Two loons on lake; no sign of nesting activity.
06/12/2007,Air; 79 degrees. Sunny w/ light SW wind. Great day to be on the lake. 
06/26/2007,Air: 71 degrees. Sunny w/ some high clouds and SW wind. Great summer weather. Loon pair w/ one chick on lake.
07/07/2007,Air: 70 degrees; H2O: 74. Sunny w/SW breeze. A quiet morning; a good time to take our"dip" before the noisy wave makers take over the lake.
07/24/2007,Air: 71 degrees. PC w/ lt. NW breeze. Very humid w/ early morning fog. Loon chick continues to grow and its parents have entertained a number of visiting loons this the past week. 
08/03/2007,Air: 80 degrees; H2O: 81.7. Sunny w/ variable wind. Lake level continues to drop.
08/15/2007,Air:67 degrees; H2O: 76. Sunny w/ SE breeze. Very dry / no recent rain.
08/22/2007,Air: 71 degrees. Calm and cloudy after morning fog. Four days of cloudy weather but little rain.
09/03/2007,Air: 74 degrees; H2O:74.6. Sunny w/ some high clouds and SE breeze. Today's quiet after a busy holiday weekend on the lake.
09/26/2007,Air: 52 degrees. Sunshine w/ lt. SW breeze. Much recent rain. One adult and one juvenile loon remain on the lake.
10/24/2007,Air: 47 degrees. Sunshine w/ gusty NW wind. Windy weather has been the norm this fall with above average rainfall this month. One loon remains on the lake with four "visitors" this past weekend
05/06/2008,Air: 66 degrees. SW breeze. Hazy sunshine. Ice-out on 04/27. 2 loons on lake.
05/22/2008,Air 58 degrees and water 58. Wind light and variable. Spring is slow in coming this year w/ trees still not fully leafed out. After abandoning the nest (2 eggs)- possibly because of black flies- the loons are back on the eggs.   
06/24/2008,Air:66 degrees. 10+ mph SW wind. Bright sunshine. One loon chick w/ three eagles harassing the loon family. Just as spring was late in arriving- summer is too. 
07/07/2008,Air: 81 degrees; water: 78. Cloudy w/ light S wind. Hot and humid with the threat of storms. Loon chick continues to grow. 
07/29/2008,Air; 72 degrees. Wind;SW 10+ mph. Morning thunder storms led to partly cloudy conditions.  Turbidity in some near shore locations.Loon chick now banded.
08/10/2008,Air; 70.5 degrees; water: 77. Sunny w/ light NW wind. A quiet Sunday afternoon on the lake after a busy weekend.  
09/03/2008,Air: 57 degrees. More clouds than sun. Gusty NW wind. Stormy weather change last night brought a change to the hot and humid Labor Day weekend weather. Lake level continues to drop.
09/15/2008,Air: 57 degrees- H2O: 69. PC w/ light NW wind. An inch of rain recently. Loon chick and at least one adult still on lake.
